analyte_id,analyte_name,analyte_abbrev,analyte_code,analyte_method_code,analyte_type,analyte_format,agg_method,uom_abbrev,adod_dependency,calc_script_path,calc_desc,calc_note,analyte_desc,analyte_note
1330,"Muscovite, x-ray pm",min_MS_x-ray_pm,MSxrpm,minMS,C,4,concat,peak_size,0,"\\aioneli93ap1\CalcScripts\Sample_Analytes\Mineralogy\X-ray\x-raypm,_muscovite_peak_class.txt",to be added,,to be added,
1331,"Nepheline, x-ray pm",min_NE_x-ray_pm,NExrpm,minNE,C,4,concat,peak_size,0,"\\aioneli93ap1\CalcScripts\Sample_Analytes\Mineralogy\X-ray\x-raypm,_nepheline_peak_class.txt",to be added,,to be added,
1332,"Non-Crystalline, x-ray pm",min_NX_x-ray_pm,NXxrpm,minNX,C,4,concat,peak_size,0,"\\aioneli93ap1\CalcScripts\Sample_Analytes\Mineralogy\X-ray\x-raypm,_non-crystalline_peak_class.txt",to be added,,to be added,
1333,"Oligoclase, x-ray pm",min_FO_x-ray_pm,FOxrpm,minFO,C,4,concat,peak_size,0,"\\aioneli93ap1\CalcScripts\Sample_Analytes\Mineralogy\X-ray\x-raypm,_oligoclase_peak_class.txt",to be added,,to be added,
1334,"Olivine, x-ray pm",min_OV_x-ray_pm,OVxrpm,minOV,C,4,concat,peak_size,0,"\\aioneli93ap1\CalcScripts\Sample_Analytes\Mineralogy\X-ray\x-raypm,_olivine_peak_class.txt",to be added,,to be added,
1335,"Opaques, x-ray pm",min_OP_x-ray_pm,OPxrpm,minOP,C,4,concat,peak_size,0,"\\aioneli93ap1\CalcScripts\Sample_Analytes\Mineralogy\X-ray\x-raypm,_opaques_peak_class.txt",to be added,,to be added,
1336,"Orthoclase, x-ray pm",min_FR_x-ray_pm,FRxrpm,minFR,C,4,concat,peak_size,0,"\\aioneli93ap1\CalcScripts\Sample_Analytes\Mineralogy\X-ray\x-raypm,_orthoclase_peak_class.txt",to be added,,to be added,
1337,"Other Resistant Minerals, x-ray pm",min_OR_x-ray_pm,ORxrpm,minOR,C,4,concat,peak_size,0,"\\aioneli93ap1\CalcScripts\Sample_Analytes\Mineralogy\X-ray\x-raypm,_other resistant minerals_peak_class.txt",to be added,,to be added,
1338,"Other Weatherable Minerals, x-ray pm",min_OW_x-ray_pm,OWxrpm,minOW,C,4,concat,peak_size,0,"\\aioneli93ap1\CalcScripts\Sample_Analytes\Mineralogy\X-ray\x-raypm,_other weatherable minerals_peak_class.txt",to be added,,to be added,
1339,"Other, x-ray pm",min_OT_x-ray_pm,OTxrpm,minOT,C,4,concat,peak_size,0,"\\aioneli93ap1\CalcScripts\Sample_Analytes\Mineralogy\X-ray\x-raypm,_other_peak_class.txt",to be added,,to be added,
1340,"Perovskite, x-ray pm",min_PK_x-ray_pm,PKxrpm,minPK,C,4,concat,peak_size,0,"\\aioneli93ap1\CalcScripts\Sample_Analytes\Mineralogy\X-ray\x-raypm,_perovskite_peak_class.txt",to be added,,to be added,
1341,"Phlogopite, x-ray pm",min_PL_x-ray_pm,PLxrpm,minPL,C,4,concat,peak_size,0,"\\aioneli93ap1\CalcScripts\Sample_Analytes\Mineralogy\X-ray\x-raypm,_phlogopite_peak_class.txt",to be added,,to be added,
1342,"Piemontite, x-ray pm",min_PD_x-ray_pm,PDxrpm,minPD,C,4,concat,peak_size,0,"\\aioneli93ap1\CalcScripts\Sample_Analytes\Mineralogy\X-ray\x-raypm,_piemontite_peak_class.txt",to be added,,to be added,
1343,"Plagioclase Feldspar, x-ray pm",min_FP_x-ray_pm,FPxrpm,minFP,C,4,concat,peak_size,0,"\\aioneli93ap1\CalcScripts\Sample_Analytes\Mineralogy\X-ray\x-raypm,_plagioclase feldspar_peak_class.txt",to be added,,to be added,
1344,"Plant Opal, x-ray pm",min_PO_x-ray_pm,POxrpm,minPO,C,4,concat,peak_size,0,"\\aioneli93ap1\CalcScripts\Sample_Analytes\Mineralogy\X-ray\x-raypm,_plant opal_peak_class.txt",to be added,,to be added,
1345,"Plumbojarosite, x-ray pm",min_PJ_x-ray_pm,PJxrpm,minPJ,C,4,concat,peak_size,0,"\\aioneli93ap1\CalcScripts\Sample_Analytes\Mineralogy\X-ray\x-raypm,_plumbojarosite_peak_class.txt",to be added,,to be added,
1346,"Pollen, x-ray pm",min_PN_x-ray_pm,PNxrpm,minPN,C,4,concat,peak_size,0,"\\aioneli93ap1\CalcScripts\Sample_Analytes\Mineralogy\X-ray\x-raypm,_pollen_peak_class.txt",to be added,,to be added,
1347,"Potassium Feldspar, x-ray pm",min_FK_x-ray_pm,FKxrpm,minFK,C,4,concat,peak_size,0,"\\aioneli93ap1\CalcScripts\Sample_Analytes\Mineralogy\X-ray\x-raypm,_potassium feldspar_peak_class.txt",to be added,,to be added,
1348,"Pyrite, x-ray pm",min_PI_x-ray_pm,PIxrpm,minPI,C,4,concat,peak_size,0,"\\aioneli93ap1\CalcScripts\Sample_Analytes\Mineralogy\X-ray\x-raypm,_pyrite_peak_class.txt",to be added,,to be added,
1349,"Pyrolusite, x-ray pm",min_PU_x-ray_pm,PUxrpm,minPU,C,4,concat,peak_size,0,"\\aioneli93ap1\CalcScripts\Sample_Analytes\Mineralogy\X-ray\x-raypm,_pyrolusite_peak_class.txt",to be added,,to be added,
1350,"Pyrophyllite, x-ray pm",min_PY_x-ray_pm,PYxrpm,minPY,C,4,concat,peak_size,0,"\\aioneli93ap1\CalcScripts\Sample_Analytes\Mineralogy\X-ray\x-raypm,_pyrophyllite_peak_class.txt",to be added,,to be added,
1351,"Pyroxene, x-ray pm",min_PR_x-ray_pm,PRxrpm,minPR,C,4,concat,peak_size,0,"\\aioneli93ap1\CalcScripts\Sample_Analytes\Mineralogy\X-ray\x-raypm,_pyroxene_peak_class.txt",to be added,,to be added,
1352,"Quartz, x-ray pm",min_QZ_x-ray_pm,QZxrpm,minQZ,C,4,concat,peak_size,0,"\\aioneli93ap1\CalcScripts\Sample_Analytes\Mineralogy\X-ray\x-raypm,_quartz_peak_class.txt",to be added,,to be added,
1353,"Resistant Aggregates, x-ray pm",min_RA_x-ray_pm,RAxrpm,minRA,C,4,concat,peak_size,0,"\\aioneli93ap1\CalcScripts\Sample_Analytes\Mineralogy\X-ray\x-raypm,_resistant aggregates_peak_class.txt",to be added,,to be added,
1354,"Resistant Mineraloids, x-ray pm",min_MD_x-ray_pm,MDxrpm,minMD,C,4,concat,peak_size,0,"\\aioneli93ap1\CalcScripts\Sample_Analytes\Mineralogy\X-ray\x-raypm,_resistant mineraloids_peak_class.txt",to be added,,to be added,
1355,"Resistant Minerals, x-ray pm",min_RE_x-ray_pm,RExrpm,minRE,C,4,concat,peak_size,0,"\\aioneli93ap1\CalcScripts\Sample_Analytes\Mineralogy\X-ray\x-raypm,_resistant minerals_peak_class.txt",to be added,,to be added,
1356,"Rhodochrosite, x-ray pm",min_RO_x-ray_pm,ROxrpm,minRO,C,4,concat,peak_size,0,"\\aioneli93ap1\CalcScripts\Sample_Analytes\Mineralogy\X-ray\x-raypm,_rhodochrosite_peak_class.txt",to be added,,to be added,
1357,"Riebeckite (Blue Amphibole), x-ray pm",min_RB_x-ray_pm,RBxrpm,minRB,C,4,concat,peak_size,0,"\\aioneli93ap1\CalcScripts\Sample_Analytes\Mineralogy\X-ray\x-raypm,_riebeckite (blue amphibole)_peak_class.txt",to be added,,to be added,
1358,"Rutile, x-ray pm",min_RU_x-ray_pm,RUxrpm,minRU,C,4,concat,peak_size,0,"\\aioneli93ap1\CalcScripts\Sample_Analytes\Mineralogy\X-ray\x-raypm,_rutile_peak_class.txt",to be added,,to be added,
1359,"Sanidine, x-ray pm",min_FS_x-ray_pm,FSxrpm,minFS,C,4,concat,peak_size,0,"\\aioneli93ap1\CalcScripts\Sample_Analytes\Mineralogy\X-ray\x-raypm,_sanidine_peak_class.txt",to be added,,to be added,
1360,"Sericite, x-ray pm",min_SR_x-ray_pm,SRxrpm,minSR,C,4,concat,peak_size,0,"\\aioneli93ap1\CalcScripts\Sample_Analytes\Mineralogy\X-ray\x-raypm,_sericite_peak_class.txt",to be added,,to be added,
1361,"Siderite, x-ray pm",min_SI_x-ray_pm,SIxrpm,minSI,C,4,concat,peak_size,0,"\\aioneli93ap1\CalcScripts\Sample_Analytes\Mineralogy\X-ray\x-raypm,_siderite_peak_class.txt",to be added,,to be added,
1362,"Siliceous Aggregates, x-ray pm",min_SA_x-ray_pm,SAxrpm,minSA,C,4,concat,peak_size,0,"\\aioneli93ap1\CalcScripts\Sample_Analytes\Mineralogy\X-ray\x-raypm,_siliceous aggregates_peak_class.txt",to be added,,to be added,
1363,"Sillimanite, x-ray pm",min_SL_x-ray_pm,SLxrpm,minSL,C,4,concat,peak_size,0,"\\aioneli93ap1\CalcScripts\Sample_Analytes\Mineralogy\X-ray\x-raypm,_sillimanite_peak_class.txt",to be added,,to be added,
1364,"Sphalerite, x-ray pm",min_SG_x-ray_pm,SGxrpm,minSG,C,4,concat,peak_size,0,"\\aioneli93ap1\CalcScripts\Sample_Analytes\Mineralogy\X-ray\x-raypm,_sphalerite_peak_class.txt",to be added,,to be added,
1365,"Sphene, x-ray pm",min_SP_x-ray_pm,SPxrpm,minSP,C,4,concat,peak_size,0,"\\aioneli93ap1\CalcScripts\Sample_Analytes\Mineralogy\X-ray\x-raypm,_sphene_peak_class.txt",to be added,,to be added,
1366,"Spinel, x-ray pm",min_SN_x-ray_pm,SNxrpm,minSN,C,4,concat,peak_size,0,"\\aioneli93ap1\CalcScripts\Sample_Analytes\Mineralogy\X-ray\x-raypm,_spinel_peak_class.txt",to be added,,to be added,
1367,"Sponge Spicule, x-ray pm",min_SS_x-ray_pm,SSxrpm,minSS,C,4,concat,peak_size,0,"\\aioneli93ap1\CalcScripts\Sample_Analytes\Mineralogy\X-ray\x-raypm,_sponge spicule_peak_class.txt",to be added,,to be added,
1368,"Staurolite, x-ray pm",min_SO_x-ray_pm,SOxrpm,minSO,C,4,concat,peak_size,0,"\\aioneli93ap1\CalcScripts\Sample_Analytes\Mineralogy\X-ray\x-raypm,_staurolite_peak_class.txt",to be added,,to be added,
1369,"Stilbite, x-ray pm",min_ST_x-ray_pm,STxrpm,minST,C,4,concat,peak_size,0,"\\aioneli93ap1\CalcScripts\Sample_Analytes\Mineralogy\X-ray\x-raypm,_stilbite_peak_class.txt",to be added,,to be added,
1370,"Sulphur, x-ray pm",min_SU_x-ray_pm,SUxrpm,minSU,C,4,concat,peak_size,0,"\\aioneli93ap1\CalcScripts\Sample_Analytes\Mineralogy\X-ray\x-raypm,_sulphur_peak_class.txt",to be added,,to be added,
1371,"Talc, x-ray pm",min_TA_x-ray_pm,TAxrpm,minTA,C,4,concat,peak_size,0,"\\aioneli93ap1\CalcScripts\Sample_Analytes\Mineralogy\X-ray\x-raypm,_talc_peak_class.txt",to be added,,to be added,
1372,"Topaz, x-ray pm",min_TP_x-ray_pm,TPxrpm,minTP,C,4,concat,peak_size,0,"\\aioneli93ap1\CalcScripts\Sample_Analytes\Mineralogy\X-ray\x-raypm,_topaz_peak_class.txt",to be added,,to be added,
1373,"Tourmaline, x-ray pm",min_TM_x-ray_pm,TMxrpm,minTM,C,4,concat,peak_size,0,"\\aioneli93ap1\CalcScripts\Sample_Analytes\Mineralogy\X-ray\x-raypm,_tourmaline_peak_class.txt",to be added,,to be added,
1374,"Tremolite, x-ray pm",min_TE_x-ray_pm,TExrpm,minTE,C,4,concat,peak_size,0,"\\aioneli93ap1\CalcScripts\Sample_Analytes\Mineralogy\X-ray\x-raypm,_tremolite_peak_class.txt",to be added,,to be added,
1375,"Vermiculite, x-ray pm",min_VR_x-ray_pm,VRxrpm,minVR,C,4,concat,peak_size,0,"\\aioneli93ap1\CalcScripts\Sample_Analytes\Mineralogy\X-ray\x-raypm,_vermiculite_peak_class.txt",to be added,,to be added,
1376,"Vermiculite-Chlorite, x-ray pm",min_VC_x-ray_pm,VCxrpm,minVC,C,4,concat,peak_size,0,"\\aioneli93ap1\CalcScripts\Sample_Analytes\Mineralogy\X-ray\x-raypm,_vermiculite-chlorite_peak_class.txt",to be added,,to be added,
1409,"Nitrogen, hpom",Nhpom,Nhpom,Nhpom,F,6.2,mean,% wt,1,\\aioneli93ap1\CalcScripts\Sample_Analytes\Biology\hpom_n.txt,hpom_n*((hpom_dish_wt-dish_tare)/smp_wt)*ADRATIO,,The nitrogen content of the particulate organic matter (>53 micron),
1410,"Sulfur, hpom",Shpom,Shpom,Shpom,F,6.4,mean,% wt,1,\\aioneli93ap1\CalcScripts\Sample_Analytes\Biology\hpom_s.txt,hpom_s*((hpom_dish_wt-dish_tare)/smp_wt)*ADRATIO,,The sulfur content of the particulate organic matter (>53 micron),
1411,"Halloysite, tga",min_KH_tga,KH_tga,minKH,F,3,mean,%,0,"\\aioneli93ap1\CalcScripts\Sample_Analytes\Mineralogy\Thermal\tga,_halloysite_percent.txt",To Be Added,,to be added,
1412,"Montmorillonite, tga",min_MT_tga,MT_tga,minMT,F,3,mean,%,0,"\\aioneli93ap1\CalcScripts\Sample_Analytes\Mineralogy\Thermal\tga,_montmorillonite_percent.txt",To Be Added,,to be added,
1413,"Palygorskite, tga",min_PG_tga,PG_tga,minPG,F,3,mean,%,0,"\\aioneli93ap1\CalcScripts\Sample_Analytes\Mineralogy\Thermal\tga,_palygorskite_percent.txt",To Be Added,,to be added,
1416,"Clay, Ethanol Disp, Air-dry, Ultra",e_cly_u,Cly_E,Clay,F,4.1,mean,% wt,0,"\\aioneli93ap1\CalcScripts\Sample_Analytes\Particle_Size\psda,_clay,_tot_eth.txt",To Be Added,,"Ethanol and Ultrasonic probe dispersible clay, <2mm (by pipette) is the gravimetric percent of <0.002 mm particles dispersed without organic matter and salt removal, and without chemical dispersion. It is reported on a <2 mm base.",
1417,"Sand, Very Fine, Ethanol Disp, Air-dry, Ultra",e_snd_vf_u,SndVFE,SandVF,F,4.1,mean,% wt,0,"\\aioneli93ap1\CalcScripts\Sample_Analytes\Particle_Size\psda,_sand,_very_fine,_eth.txt",to be added,,"Ethanol and Ultrasonic probe dispersible very fine sand, <2mm (by pipette) is the gravimetric percent 0.05 to 0.10 mm diameter particles separated without chemical dispersants or organic matter and salt removal. It is reported on a <2 mm base.",
1418,"Sand, Fine, Ethanol Disp, Air-dry, Ultra",e_snd_f_u,SndF_E,SandF,F,4.1,mean,% wt,0,"\\aioneli93ap1\CalcScripts\Sample_Analytes\Particle_Size\psda,_sand,_fine,_eth.txt",to be added,,"Ethanol and Ultrasonic probe disp fine sand, <2mm (by pipette) is the gravimetric percent of 0.10 to 0.25 mm diameter particles separated without the use of chemical dispersants or removal of organic matter and salts. It is reported on a <2 mm base.",
1419,"Sand, Medium, Ethanol Disp, Air-dry, Ultra",e_snd_m_u,SndM_E,SandM,F,4.1,mean,% wt,0,"\\aioneli93ap1\CalcScripts\Sample_Analytes\Particle_Size\psda,_sand,_medium,_eth.txt",to be added,,"Ethanol and Ultrasonic probe dispersible medium sand, <2mm (by pipette) is the gravimetric percent 0.25 to 0.50 mm diameter particles separated without chemical dispersants or removal of organic matter and salts. It is reported on a <2 mm base.",
1420,"Sand, Coarse, Ethanol Disp, Air-dry, Ultra",e_snd_c_u,SndC_E,SandCo,F,4.1,mean,% wt,0,"\\aioneli93ap1\CalcScripts\Sample_Analytes\Particle_Size\psda,_sand,_coarse,_eth.txt",to be added,,"Ethanol and Ultrasonic probe dispersible coarse sand, <2mm (by pipette) is the gravimetric percent 1.0 to 2.0 mm diameter particles separated without chemical dispersants or the removal of organic matter and salts. It is reported on a <2 mm base.",
1421,"Sand, Very Coarse, Ethanol Disp, Air-dry, Ultra",e_snd_vc_u,SndVCE,SandVC,F,4.1,mean,% wt,0,"\\aioneli93ap1\CalcScripts\Sample_Analytes\Particle_Size\psda,_sand,_very_coarse,_eth.txt",to be added,,"Ethanol and Ultrasonic probe dispersible very coarse sand, <2mm (by pipette) is the gravimetric percent 1.0 to 2.0 mm diameter particles separated without chemical dispersants or organic matter and salt removal. It is reported on a <2 mm base.",
1422,"Serpentine, petro_count",min_SZ_petro_count,SZ_pc,minSZ,I,3,mean,count,0,"\\aioneli93ap1\CalcScripts\Sample_Analytes\Mineralogy\Optical\Grain_Count\grain_count,_serpentine_percent.txt",OUTPUT = 100.0 * mineral_count / total_count,,to be added,
1423,"Calcite, tga",min_CA_tga,CA_tga,minCA,F,3,mean,%,0,"\\aioneli93ap1\CalcScripts\Sample_Analytes\Mineralogy\Thermal\tga,_calcite_percent.txt",To Be Added,,to be added,
1424,"Carbonate, MIR predicted, unscreened",caco3_ump,CaCO3,CaCO3,F,3,mean,% wt,0,"\\aioneli93ap1\CalcScripts\Sample_Analytes\Chemistry\CaCO3_&_Gypsum\caco3,mir_predicted,unscreened.txt",To Be Added,,Carbonate is predicted using a MIR spectrophotometer reading of the 80-mesh sieved air-dry soil and a model from a set of MIR scans.,
1425,"Boehmite, x-ray",min_BE_x-ray,Bexray,minBE,C,4,concat,peak_size,0,"\\aioneli93ap1\CalcScripts\Sample_Analytes\Mineralogy\X-ray\x-ray,_boehmite_peak_class.txt",to be added,,to be added,
1426,"Gypsum, MIR predicted, unscreened",gypsum_ump,Gypump,Gypump,F,3,mean,% wt,0,"\\aioneli93ap1\CalcScripts\Sample_Analytes\Chemistry\CaCO3_&_Gypsum\gypsum,mir_predicted,unscreened.txt",To Be Added,,Gypsum is predicted using a MIR spectrophotometer reading of the 80-mesh sieved air-dry soil and a model from a set of MIR scans.,
1427,"Selenium, Water Extractable",se_watx,Se_wx,Se,F,3.1,mean,µg/kg,1,"\\aioneli93ap1\CalcScripts\Sample_Analytes\Chemistry\Selective_Dissolution\water_extract,_se.txt",To Be Added,,The selenium extracted by the Water solution.,
1428,"Clay, Carbonate, Moist, Ultrasonic, Pipet",co3_cly_Moist_Ultra,CCO3Mu,ClyCO3,F,4.1,mean,% wt,0,"\\aioneli93ap1\CalcScripts\Sample_Analytes\Particle_Size\psda,_clay,_carbonate.txt",To Be Added,,Carbonate clay is the part of <0.002 mm diameter particles that are composed of carbonates. It is reported as a weight percent of the <2 mm fraction.,
1429,"Clay, Carbonate, Ultrasonic, Pipet",co3_cly_Ultrasonic,CCO3_u,ClyCO3,F,4.1,mean,% wt,0,"\\aioneli93ap1\CalcScripts\Sample_Analytes\Particle_Size\psda,_clay,_carbonate.txt",To Be Added,,Carbonate clay is the part of <0.002 mm diameter particles that are composed of carbonates. It is reported as a weight percent of the <2 mm fraction.,
1436,"Silver, X-Ray Flourescence Element",ag_pxrf,Ag_xrf,Ag _XRF,F,8,mean,ppm,1,"\\aioneli93ap1\CalcScripts\Sample_Analytes\Chemistry\Portable_X-ray\pxrayf,_silver.txt",To Be Added,,Silver as determined using portable X-Ray fluorescence on a powdered sample; XRF sample cup with polypropylene film.,
1437,"Aluminum, X-Ray Flourescence Element",al_pxrf,Al_xrf,Al _XRF,F,8,mean,ppm,1,"\\aioneli93ap1\CalcScripts\Sample_Analytes\Chemistry\Portable_X-ray\pxrayf,_aluminum.txt",To Be Added,,Aluminum as determined using portable X-Ray fluorescence on a powdered sample; XRF sample cup with polypropylene film.,
1438,"Arsenic, X-Ray Flourescence Element",as_pxrf,As_xrf,As _XRF,F,8,mean,ppm,1,"\\aioneli93ap1\CalcScripts\Sample_Analytes\Chemistry\Portable_X-ray\pxrayf,_arsenic.txt",To Be Added,,Arsenic as determined using portable X-Ray fluorescence on a powdered sample; XRF sample cup with polypropylene film.,
1439,"Bismuth, X-Ray Flourescence Element",bi_pxrf,Bi_xrf,Bi _XRF,F,8,mean,ppm,1,"\\aioneli93ap1\CalcScripts\Sample_Analytes\Chemistry\Portable_X-ray\pxrayf,_bismuth.txt",To Be Added,,Bismuth as determined using portable X-Ray fluorescence on a powdered sample; XRF sample cup with polypropylene film.,
1440,"Calcium, X-Ray Flourescence Element",ca_pxrf,Ca_xrf,Ca _XRF,F,8,mean,ppm,1,"\\aioneli93ap1\CalcScripts\Sample_Analytes\Chemistry\Portable_X-ray\pxrayf,_calcium.txt",To Be Added,,Calcium as determined using portable X-Ray fluorescence on a powdered sample; XRF sample cup with polypropylene film.,
1441,"Cadmium, X-Ray Flourescence Element",cd_pxrf,Cd_xrf,Cd _XRF,F,8,mean,ppm,1,"\\aioneli93ap1\CalcScripts\Sample_Analytes\Chemistry\Portable_X-ray\pxrayf,_cadmium.txt",To Be Added,,Cadmium as determined using portable X-Ray fluorescence on a powdered sample; XRF sample cup with polypropylene film.,
1460,"Tin, X-Ray Flourescence Element",sn_pxrf,Sn_xrf,Sn _XRF,F,8,mean,ppm,1,"\\aioneli93ap1\CalcScripts\Sample_Analytes\Chemistry\Portable_X-ray\pxrayf,_tin.txt",To Be Added,,Tin as determined using portable X-Ray fluorescence on a powdered sample; XRF sample cup with polypropylene film.,
1461,"Strontium, X-Ray Flourescence Element",sr_pxrf,Sr_xrf,Sr _XRF,F,8,mean,ppm,1,"\\aioneli93ap1\CalcScripts\Sample_Analytes\Chemistry\Portable_X-ray\pxrayf,_strontium.txt",To Be Added,,Strontium as determined using portable X-Ray fluorescence on a powdered sample; XRF sample cup with polypropylene film.,
1462,"Titanium, X-Ray Flourescence Element",ti_pxrf,Ti_xrf,Ti _XRF,F,8,mean,ppm,1,"\\aioneli93ap1\CalcScripts\Sample_Analytes\Chemistry\Portable_X-ray\pxrayf,_titanium.txt",To Be Added,,Titanium as determined using portable X-Ray fluorescence on a powdered sample; XRF sample cup with polypropylene film.,
1463,"Vanadium, X-Ray Flourescence Element",v_pxrf,V_xrf,V _XRF,F,8,mean,ppm,1,"\\aioneli93ap1\CalcScripts\Sample_Analytes\Chemistry\Portable_X-ray\pxrayf,_vanadium.txt",To Be Added,,Vanadium as determined using portable X-Ray fluorescence on a powdered sample; XRF sample cup with polypropylene film.,
1464,"Tungsten, X-Ray Flourescence Element",w_pxrf,W_xrf,W _XRF,F,8,mean,ppm,1,"\\aioneli93ap1\CalcScripts\Sample_Analytes\Chemistry\Portable_X-ray\pxrayf,_tungsten.txt",To Be Added,,Tungsten as determined using portable X-Ray fluorescence on a powdered sample; XRF sample cup with polypropylene film.,
1465,"Yttrium, X-Ray Flourescence Element",y_pxrf,Y_xrf,Y _XRF,F,8,mean,ppm,1,"\\aioneli93ap1\CalcScripts\Sample_Analytes\Chemistry\Portable_X-ray\pxrayf,_yttrium.txt",To Be Added,,Yttrium as determined using portable X-Ray fluorescence on a powdered sample; XRF sample cup with polypropylene film.,
1466,"Zinc, X-Ray Flourescence Element",zn_pxrf,Zn_xrf,Zn _XRF,F,8,mean,ppm,1,"\\aioneli93ap1\CalcScripts\Sample_Analytes\Chemistry\Portable_X-ray\pxrayf,_zinc.txt",To Be Added,,Zinc as determined using portable X-Ray fluorescence on a powdered sample; XRF sample cup with polypropylene film.,
1467,"Zirconium, X-Ray Flourescence Element",zr_pxrf,Zr_xrf,Zr _XRF,F,8,mean,ppm,1,"\\aioneli93ap1\CalcScripts\Sample_Analytes\Chemistry\Portable_X-ray\pxrayf,_zirconium.txt",To Be Added,,Zirconium as determined using portable X-Ray fluorescence on a powdered sample; XRF sample cup with polypropylene film.,
1468,"Goethite, dsc",min_GE_dsc,GE_dsc,minGE,F,3,mean,%,0,"\\aioneli93ap1\CalcScripts\Sample_Analytes\Mineralogy\Thermal\dsc,_goethite_percent.txt",to be added,,to be added,
1469,"Gypsum, dsc",min_GY_dsc,GY_dsc,minGY,F,3,mean,%,0,"\\aioneli93ap1\CalcScripts\Sample_Analytes\Mineralogy\Thermal\dsc,_gypsum_percent.txt",to be added,,to be added,
1470,"Alunite, dsc",min_AT_dsc,AT_dsc,minxx,F,3,mean,%,0,"\\aioneli93ap1\CalcScripts\Sample_Analytes\Mineralogy\Thermal\dsc,_alunite_percent.txt",to be added,,to be added,
1471,"Smectite, dsc",min_SM_dsc,SM_dsc,minSM,F,3,mean,%,0,"\\aioneli93ap1\CalcScripts\Sample_Analytes\Mineralogy\Thermal\dsc,_smectite_percent.txt",to be added,,to be added,
1472,"Halloysite, dsc",min_KH_dsc,KH_dsc,minKH,F,3,mean,%,0,"\\aioneli93ap1\CalcScripts\Sample_Analytes\Mineralogy\Thermal\dsc,_halloysite_percent.txt",to be added,,to be added,
1473,"Quartz, dsc",min_QZ_dsc,QZ_dsc,minQZ,F,3,mean,%,0,"\\aioneli93ap1\CalcScripts\Sample_Analytes\Mineralogy\Thermal\dsc,_quartz_percent.txt",to be added,,to be added,
1474,"Vermiculite, dsc",min_VR_dsc,VR_dsc,minVR,F,3,mean,%,0,"\\aioneli93ap1\CalcScripts\Sample_Analytes\Mineralogy\Thermal\dsc,_vermiculite_percent.txt",to be added,,to be added,
1475,"flourometric, ß-Glucosidase",fluorometric,flmet,flmetric,F,3.2,mean,umol/g hr,1,\\aioneli93ap1\CalcScripts\Sample_Analytes\Biology\fluorometric.txt,concentration * water volume / aliquot * 10^6 * ADRATIO / smp_wt / incubation_hrs,,The florescence based on ß-Glucosidase calibration.,
